WorksOrderReference,ServiceRequestNo,PropertiesSK,ContractorSiteCode,JobPriorityCode,JobSORCode,JobType,NumberOfJobs,EstimatedCost,RepairNet,RepairVAT,RepairGross,InvoicedCost,InvoicedLabourCosts,InvoicedMaterialCosts,InvoicedSubcontractorCosts,InvoicedOverheadCosts,LabourHours,ServiceRequestReportedDatetime,WorksOrderRaisedDatetime,WorksOrderTargetDatetime,WorksOrderReportedCompleteDatetime,WorksOrderStatusCode,SLAStatus
WO701811,SR701811,5118,PHJONESGAS,Q,PCELEC,Responsive,1,318.37,334.29,66.86,401.15,327.60,32.76,49.14,212.94,32.76,5.31,2026-04-28T11:24:00,2026-04-28T11:24:00,2026-05-26T11:24:00,2026-05-22T17:24:00,Completed,Met
WO701812,SR701812,5182,IHREPAIRS,UEL,PCFENCE,Responsive,1,376.01,394.81,78.96,473.77,386.91,212.80,135.42,0.00,38.69,6.27,2026-04-28T12:07:00,2026-04-28T12:07:00,2026-04-29T12:07:00,,Open,Open
WO701813,SR701813,5139,OPENVIEW,Q,PCPLAST,Responsive,1,268.79,282.23,56.45,338.68,276.59,27.66,41.49,179.78,27.66,4.48,2026-04-28T09:48:00,2026-04-28T09:48:00,2026-05-26T09:48:00,2026-05-13T02:48:00,Completed,Met
WO701814,SR701814,5168,KPIF,U1,PCFENCE,Responsive,1,286.41,300.73,60.15,360.88,294.72,162.10,103.15,0.00,29.47,4.77,2026-04-28T11:03:00,2026-04-28T11:03:00,2026-04-30T11:03:00,2026-04-29T13:03:00,Completed,Met
WO701815,SR701815,5124,BRADLEY,QEL,PCCARP,Responsive,1,171.29,179.85,35.97,215.82,176.25,17.62,26.44,114.56,17.62,2.85,2026-04-28T13:38:00,2026-04-28T13:38:00,2026-05-12T13:38:00,2026-05-05T21:38:00,Completed,Met
WO701816,SR701816,5134,KPIF,UEL,PCFENCE,Responsive,1,367.95,386.35,77.27,463.62,378.62,208.24,132.52,0.00,37.86,6.13,2026-04-28T13:25:00,2026-04-28T13:25:00,2026-04-29T13:25:00,2026-04-29T05:25:00,Completed,Met
WO701817,SR701817,5136,IHREPAIRS,QEL,PCBRICK,Responsive,1,307.80,323.19,64.64,387.83,316.73,174.20,110.86,0.00,31.67,5.13,2026-04-28T13:07:00,2026-04-28T13:07:00,2026-05-12T13:07:00,2026-05-07T21:07:00,Completed,Met
WO701818,SR701818,5174,IHREPAIRS,UEL,PCGROUND,Responsive,1,454.27,476.98,95.40,572.38,467.44,257.09,163.60,0.00,46.74,7.57,2026-04-28T11:02:00,2026-04-28T11:02:00,2026-04-29T11:02:00,2026-04-29T05:02:00,Completed,Met
WO701819,SR701819,5140,KPIF,U1,PCVINYL,Responsive,1,233.36,245.03,49.01,294.04,240.13,132.07,84.05,0.00,24.01,3.89,2026-04-28T08:56:00,2026-04-28T08:56:00,2026-04-30T08:56:00,2026-04-29T15:56:00,Completed,Met
WO701820,SR701820,5101,KPIF,QEL,PCCARP,Responsive,1,188.58,198.01,39.60,237.61,194.05,106.73,67.92,0.00,19.40,3.14,2026-04-28T11:34:00,2026-04-28T11:34:00,2026-05-12T11:34:00,2026-05-05T18:34:00,Completed,Met
WO701821,SR701821,5172,KPIF,U1,PCTILE,Responsive,1,138.00,144.90,28.98,173.88,142.00,78.10,49.70,0.00,14.20,2.30,2026-04-28T14:02:00,2026-04-28T14:02:00,2026-04-30T14:02:00,2026-04-30T07:02:00,Completed,Met
WO701822,SR701822,5103,CCSS,UEL,PCELEC,Responsive,1,173.28,181.94,36.39,218.33,178.30,17.83,26.75,115.90,17.83,2.89,2026-04-28T09:56:00,2026-04-28T09:56:00,2026-04-29T09:56:00,2026-04-28T22:56:00,Completed,Met
WO701823,SR701823,5131,IHREPAIRS,E,PCVINYL,Responsive,1,190.31,199.83,39.97,239.80,195.83,107.71,68.54,0.00,19.58,3.17,2026-04-28T10:49:00,2026-04-28T10:49:00,2026-04-29T10:49:00,2026-04-28T17:49:00,Completed,Met
WO701824,SR701824,5164,KPIF,UEL,PCGROUND,Responsive,1,368.18,386.59,77.32,463.91,378.86,208.37,132.60,0.00,37.89,6.14,2026-04-28T13:43:00,2026-04-28T13:43:00,2026-04-29T13:43:00,2026-04-29T01:43:00,Completed,Met
WO701825,SR701825,5145,IHREPAIRS,Q,PCPLAST,Responsive,1,226.49,237.81,47.56,285.37,233.05,128.18,81.57,0.00,23.30,3.77,2026-04-28T13:26:00,2026-04-28T13:26:00,2026-05-26T13:26:00,2026-05-14T08:26:00,Completed,Met
WO701826,SR701826,5116,IHREPAIRS,UEL,PCVINYL,Responsive,1,214.39,225.11,45.02,270.13,220.61,121.34,77.21,0.00,22.06,3.57,2026-04-28T08:30:00,2026-04-28T08:30:00,2026-04-29T08:30:00,2026-04-29T03:30:00,Completed,Met
WO701827,SR701827,5233,OPENVIEW,Q,PCPLAST,Responsive,1,236.74,248.58,49.72,298.30,243.61,24.36,36.54,158.35,24.36,3.95,2026-04-28T13:27:00,2026-04-28T13:27:00,2026-05-26T13:27:00,2026-05-21T10:27:00,Completed,Met
WO701828,SR701828,5206,CCSS,NG,PCTILE,Responsive,1,145.92,153.22,30.64,183.86,150.16,15.02,22.52,97.60,15.02,2.43,2026-04-28T09:06:00,2026-04-28T09:06:00,2026-05-12T09:06:00,2026-05-06T04:06:00,Completed,Met
WO701829,SR701829,5215,CCSS,Q,PCPLUMB,Responsive,1,241.77,253.86,50.77,304.63,248.78,24.88,37.32,161.71,24.88,4.03,2026-04-28T14:26:00,2026-04-28T14:26:00,2026-05-26T14:26:00,2026-05-18T00:26:00,Completed,Met
WO701830,SR701830,5219,CCSS,Q,PCPLAST,Responsive,1,233.00,244.65,48.93,293.58,239.76,23.98,35.96,155.84,23.98,3.88,2026-04-28T11:38:00,2026-04-28T11:38:00,2026-05-26T11:38:00,2026-05-12T15:38:00,Completed,Met
WO701831,SR701831,5288,KPIF,Q,PCBRICK,Responsive,1,365.39,383.66,76.73,460.39,375.99,206.79,131.60,0.00,37.60,6.09,2026-04-28T13:55:00,2026-04-28T13:55:00,2026-05-26T13:55:00,2026-05-18T17:55:00,Completed,Met
WO701832,SR701832,5286,PHJONESGAS,Q,PCTILE,Responsive,1,160.68,168.71,33.74,202.45,165.34,16.53,24.80,107.47,16.53,2.68,2026-04-28T12:13:00,2026-04-28T12:13:00,2026-05-26T12:13:00,2026-05-15T17:13:00,Completed,Met
WO701833,SR701833,5208,IHREPAIRS,Q,PCPLUMB,Responsive,1,286.17,300.48,60.10,360.58,294.47,161.96,103.06,0.00,29.45,4.77,2026-04-28T10:14:00,2026-04-28T10:14:00,2026-05-26T10:14:00,2026-05-05T07:14:00,Completed,Met
WO701834,SR701834,5236,KPIF,Q,PCPLAST,Responsive,1,215.81,226.60,45.32,271.92,222.07,122.14,77.72,0.00,22.21,3.60,2026-04-28T13:01:00,2026-04-28T13:01:00,2026-05-26T13:01:00,2026-05-20T23:01:00,Completed,Met
WO701835,SR701835,5229,OPENVIEW,U1,PCELEC,Responsive,1,251.57,264.15,52.83,316.98,258.87,25.89,38.83,168.27,25.89,4.19,2026-04-28T12:34:00,2026-04-28T12:34:00,2026-04-30T12:34:00,2026-04-30T00:34:00,Completed,Met
WO701836,SR701836,5257,KPIF,E,PCPLAST,Responsive,1,270.06,283.56,56.71,340.27,277.89,152.84,97.26,0.00,27.79,4.50,2026-04-28T12:38:00,2026-04-28T12:38:00,2026-04-29T12:38:00,2026-04-28T15:38:00,Completed,Met
WO701837,SR701837,5283,CCSS,U1,PCPLAST,Responsive,1,216.42,227.24,45.45,272.69,222.70,22.27,33.40,144.75,22.27,3.61,2026-04-28T12:57:00,2026-04-28T12:57:00,2026-04-30T12:57:00,2026-04-29T16:57:00,Completed,Met
WO701838,SR701838,5267,KPIF,Q,PCBRICK,Responsive,1,312.71,328.35,65.67,394.02,321.78,176.98,112.62,0.00,32.18,5.21,2026-04-28T13:20:00,2026-04-28T13:20:00,2026-05-26T13:20:00,2026-05-17T21:20:00,Completed,Met
WO701839,SR701839,5233,CCSS,Q,PCTILE,Responsive,1,130.38,136.90,27.38,164.28,134.16,13.42,20.12,87.20,13.42,2.17,2026-04-28T13:14:00,2026-04-28T13:14:00,2026-05-26T13:14:00,2026-05-19T20:14:00,Completed,Met
WO701840,SR701840,5224,KPIF,NG,PCELEC,Responsive,1,323.30,339.47,67.89,407.36,332.68,182.97,116.44,0.00,33.27,5.39,2026-04-28T08:40:00,2026-04-28T08:40:00,2026-05-12T08:40:00,2026-05-04T17:40:00,Completed,Met
WO701841,SR701841,5273,KPIF,E,PCFENCE,Responsive,1,199.96,209.96,41.99,251.95,205.76,113.17,72.02,0.00,20.58,3.33,2026-04-28T09:25:00,2026-04-28T09:25:00,2026-04-29T09:25:00,2026-04-28T22:25:00,Completed,Met
WO701842,SR701842,5290,IHREPAIRS,Q,PCBRICK,Responsive,1,254.53,267.26,53.45,320.71,261.91,144.05,91.67,0.00,26.19,4.24,2026-04-28T14:12:00,2026-04-28T14:12:00,2026-05-26T14:12:00,2026-05-19T12:12:00,Completed,Met
WO701843,SR701843,5213,KPIF,Q,PCVINYL,Responsive,1,289.75,304.24,60.85,365.09,298.16,163.99,104.36,0.00,29.82,4.83,2026-04-28T10:35:00,2026-04-28T10:35:00,2026-05-26T10:35:00,2026-05-10T05:35:00,Completed,Met
WO701844,SR701844,5298,IHREPAIRS,Q,PCTILE,Responsive,1,158.62,166.55,33.31,199.86,163.22,89.77,57.13,0.00,16.32,2.64,2026-04-28T12:10:00,2026-04-28T12:10:00,2026-05-26T12:10:00,2026-05-16T06:10:00,Completed,Met
WO701845,SR701845,5273,OPENVIEW,UEL,PCPLAST,Responsive,1,209.15,219.61,43.92,263.53,215.22,21.52,32.28,139.89,21.52,3.49,2026-04-28T10:14:00,2026-04-28T10:14:00,2026-04-29T10:14:00,2026-04-28T18:14:00,Completed,Met
WO701846,SR701846,5214,KPIF,Q,PCGROUND,Responsive,1,442.66,464.79,92.96,557.75,455.49,250.52,159.42,0.00,45.55,7.38,2026-04-28T10:19:00,2026-04-28T10:19:00,2026-05-26T10:19:00,2026-05-15T17:19:00,Completed,Met
WO701847,SR701847,5276,KPIF,U1,PCVINYL,Responsive,1,166.54,174.87,34.97,209.84,171.37,94.25,59.98,0.00,17.14,2.78,2026-04-28T13:31:00,2026-04-28T13:31:00,2026-04-30T13:31:00,2026-04-30T09:31:00,Completed,Met
WO701848,SR701848,5231,KPIF,U1,PCCARP,Responsive,1,169.52,178.00,35.60,213.60,174.44,95.94,61.05,0.00,17.44,2.83,2026-04-28T13:36:00,2026-04-28T13:36:00,2026-04-30T13:36:00,2026-04-29T04:36:00,Completed,Met
WO701849,SR701849,5006,IHREPAIRS,Q,PCELEC,Responsive,1,184.49,193.71,38.74,232.45,189.84,104.41,66.44,0.00,18.98,3.07,2026-04-29T14:06:00,2026-04-29T14:06:00,2026-05-27T14:06:00,2026-05-16T19:06:00,Completed,Met
WO701850,SR701850,5063,BRADLEY,QEL,PCTILE,Responsive,1,180.15,189.16,37.83,226.99,185.38,18.54,27.81,120.50,18.54,3.00,2026-04-29T09:21:00,2026-04-29T09:21:00,2026-05-13T09:21:00,2026-05-10T22:21:00,Completed,Met
WO701851,SR701851,5036,KPIF,Q,PCPLUMB,Responsive,1,184.94,194.19,38.84,233.03,190.31,104.67,66.61,0.00,19.03,3.08,2026-04-29T11:32:00,2026-04-29T11:32:00,2026-05-27T11:32:00,2026-05-16T09:32:00,Completed,Met
WO701852,SR701852,5095,IHREPAIRS,NG,PCCARP,Responsive,1,199.66,209.64,41.93,251.57,205.45,113.00,71.91,0.00,20.54,3.33,2026-04-29T14:11:00,2026-04-29T14:11:00,2026-05-13T14:11:00,2026-05-07T17:11:00,Completed,Met
WO701853,SR701853,5095,KPIF,Q,PCPLUMB,Responsive,1,274.18,287.89,57.58,345.47,282.13,155.17,98.75,0.00,28.21,4.57,2026-04-29T10:17:00,2026-04-29T10:17:00,2026-05-27T10:17:00,,Open,Open
WO701854,SR701854,5058,KPIF,Q,PCTILE,Responsive,1,195.98,205.78,41.16,246.94,201.66,110.91,70.58,0.00,20.17,3.27,2026-04-29T10:14:00,2026-04-29T10:14:00,2026-05-27T10:14:00,2026-05-09T22:14:00,Completed,Met
WO701855,SR701855,5088,KPIF,U1,PCVINYL,Responsive,1,220.80,231.84,46.37,278.21,227.20,124.96,79.52,0.00,22.72,3.68,2026-04-29T09:51:00,2026-04-29T09:51:00,2026-05-01T09:51:00,2026-04-30T12:51:00,Completed,Met
WO701856,SR701856,5069,BRADLEY,Q,PCPLAST,Responsive,1,210.71,221.25,44.25,265.50,216.82,21.68,32.52,140.93,21.68,3.51,2026-04-29T09:25:00,2026-04-29T09:25:00,2026-05-27T09:25:00,2026-05-18T23:25:00,Completed,Met
WO701857,SR701857,5054,CCSS,Q,PCCARP,Responsive,1,219.07,230.02,46.00,276.02,225.42,22.54,33.81,146.52,22.54,3.65,2026-04-29T09:55:00,2026-04-29T09:55:00,2026-05-27T09:55:00,2026-05-15T11:55:00,Completed,Met
WO701858,SR701858,5087,BRADLEY,QEL,PCGROUND,Responsive,1,394.94,414.69,82.94,497.63,406.40,40.64,60.96,264.16,40.64,6.58,2026-04-29T13:29:00,2026-04-29T13:29:00,2026-05-13T13:29:00,2026-05-13T18:29:00,Completed,Breached
WO701859,SR701859,5077,KPIF,Q,PCGROUND,Responsive,1,456.10,478.91,95.78,574.69,469.33,258.13,164.27,0.00,46.93,7.60,2026-04-29T12:19:00,2026-04-29T12:19:00,2026-05-27T12:19:00,2026-05-09T10:19:00,Completed,Met
WO701860,SR701860,5036,KPIF,UEL,PCFENCE,Responsive,1,319.81,335.80,67.16,402.96,329.08,180.99,115.18,0.00,32.91,5.33,2026-04-29T08:40:00,2026-04-29T08:40:00,2026-04-30T08:40:00,2026-04-29T23:40:00,Completed,Met
WO701861,SR701861,5060,KPIF,QEL,PCCARP,Responsive,1,187.70,197.09,39.42,236.51,193.15,106.23,67.60,0.00,19.31,3.13,2026-04-29T14:25:00,2026-04-29T14:25:00,2026-05-13T14:25:00,2026-05-08T15:25:00,Completed,Met
WO701862,SR701862,5069,KPIF,Q,PCCARP,Responsive,1,154.27,161.98,32.40,194.38,158.74,87.31,55.56,0.00,15.87,2.57,2026-04-29T14:02:00,2026-04-29T14:02:00,2026-05-27T14:02:00,2026-05-08T08:02:00,Completed,Met
WO701863,SR701863,5067,KPIF,Q,PCPLAST,Responsive,1,211.60,222.18,44.44,266.62,217.74,119.76,76.21,0.00,21.77,3.53,2026-04-29T09:34:00,2026-04-29T09:34:00,2026-05-27T09:34:00,2026-05-16T06:34:00,Completed,Met
WO701864,SR701864,5070,IHREPAIRS,UEL,PCCARP,Responsive,1,177.75,186.64,37.33,223.97,182.91,100.60,64.02,0.00,18.29,2.96,2026-04-29T11:23:00,2026-04-29T11:23:00,2026-04-30T11:23:00,2026-04-29T23:23:00,Completed,Met
WO701865,SR701865,5071,KPIF,QEL,PCPLAST,Responsive,1,180.28,189.29,37.86,227.15,185.50,102.03,64.92,0.00,18.55,3.00,2026-04-29T12:41:00,2026-04-29T12:41:00,2026-05-13T12:41:00,2026-05-09T00:41:00,Completed,Met
WO701866,SR701866,5029,IHREPAIRS,Q,PCCARP,Responsive,1,201.59,211.67,42.33,254.00,207.44,114.09,72.60,0.00,20.74,3.36,2026-04-29T09:06:00,2026-04-29T09:06:00,2026-05-27T09:06:00,2026-05-09T04:06:00,Completed,Met
WO701867,SR701867,5098,CCSS,Q,PCFENCE,Responsive,1,296.06,310.86,62.17,373.03,304.64,30.46,45.70,198.02,30.46,4.93,2026-04-29T11:22:00,2026-04-29T11:22:00,2026-05-27T11:22:00,2026-05-25T15:22:00,Completed,Met
WO701868,SR701868,5100,CCSS,QEL,PCPLUMB,Responsive,1,305.31,320.58,64.12,384.70,314.17,31.42,47.13,204.21,31.42,5.09,2026-04-29T09:12:00,2026-04-29T09:12:00,2026-05-13T09:12:00,2026-05-05T16:12:00,Completed,Met
WO701869,SR701869,5075,KPIF,U1,PCCARP,Responsive,1,205.69,215.97,43.19,259.16,211.65,116.41,74.08,0.00,21.16,3.43,2026-04-29T09:20:00,2026-04-29T09:20:00,2026-05-01T09:20:00,2026-04-29T18:20:00,Completed,Met
WO701870,SR701870,5008,PHJONESGAS,Q,PCPLUMB,Responsive,1,254.72,267.46,53.49,320.95,262.11,26.21,39.32,170.37,26.21,4.25,2026-04-29T11:10:00,2026-04-29T11:10:00,2026-05-27T11:10:00,2026-05-14T06:10:00,Completed,Met
WO701871,SR701871,5183,KPIF,Q,PCBRICK,Responsive,1,310.75,326.29,65.26,391.55,319.76,175.87,111.92,0.00,31.98,5.18,2026-04-29T09:13:00,2026-04-29T09:13:00,2026-05-27T09:13:00,2026-05-13T03:13:00,Completed,Met
WO701872,SR701872,5170,IHREPAIRS,UEL,PCELEC,Responsive,1,330.80,347.34,69.47,416.81,340.39,187.21,119.14,0.00,34.04,5.51,2026-04-29T09:09:00,2026-04-29T09:09:00,2026-04-30T09:09:00,2026-04-30T04:09:00,Completed,Met
WO701873,SR701873,5180,IHREPAIRS,UEL,PCPLUMB,Responsive,1,243.98,256.18,51.24,307.42,251.06,138.08,87.87,0.00,25.11,4.07,2026-04-29T12:49:00,2026-04-29T12:49:00,2026-04-30T12:49:00,2026-04-30T01:49:00,Completed,Met
WO701874,SR701874,5101,KPIF,QEL,PCBRICK,Responsive,1,365.79,384.08,76.82,460.90,376.40,207.02,131.74,0.00,37.64,6.10,2026-04-29T13:55:00,2026-04-29T13:55:00,2026-05-13T13:55:00,2026-05-06T11:55:00,Completed,Met
WO701875,SR701875,5168,IHREPAIRS,Q,PCPLAST,Responsive,1,233.46,245.13,49.03,294.16,240.23,132.13,84.08,0.00,24.02,3.89,2026-04-29T10:30:00,2026-04-29T10:30:00,2026-05-27T10:30:00,2026-05-07T15:30:00,Completed,Met
WO701876,SR701876,5142,KPIF,Q,PCFENCE,Responsive,1,232.29,243.90,48.78,292.68,239.02,131.46,83.66,0.00,23.90,3.87,2026-04-29T09:57:00,2026-04-29T09:57:00,2026-05-27T09:57:00,,Open,Open
WO701877,SR701877,5192,KPIF,Q,PCPLUMB,Responsive,1,298.54,313.47,62.69,376.16,307.20,168.96,107.52,0.00,30.72,4.98,2026-04-29T10:16:00,2026-04-29T10:16:00,2026-05-27T10:16:00,2026-05-16T16:16:00,Completed,Met
WO701878,SR701878,5159,KPIF,QEL,PCFENCE,Responsive,1,157.33,165.20,33.04,198.24,161.90,89.05,56.66,0.00,16.19,2.62,2026-04-29T13:49:00,2026-04-29T13:49:00,2026-05-13T13:49:00,2026-05-09T04:49:00,Completed,Met
WO701879,SR701879,5168,KPIF,U1,PCPLAST,Responsive,1,168.55,176.98,35.40,212.38,173.44,95.39,60.70,0.00,17.34,2.81,2026-04-29T08:54:00,2026-04-29T08:54:00,2026-05-01T08:54:00,2026-05-01T06:54:00,Completed,Met
WO701880,SR701880,5168,BRADLEY,QEL,PCCARP,Responsive,1,232.54,244.17,48.83,293.00,239.29,23.93,35.89,155.54,23.93,3.88,2026-04-29T08:32:00,2026-04-29T08:32:00,2026-05-13T08:32:00,2026-05-07T09:32:00,Completed,Met
WO701881,SR701881,5183,IHREPAIRS,Q,PCPLAST,Responsive,1,196.55,206.38,41.28,247.66,202.25,111.24,70.79,0.00,20.22,3.28,2026-04-29T10:37:00,2026-04-29T10:37:00,2026-05-27T10:37:00,2026-05-10T18:37:00,Completed,Met
WO701882,SR701882,5168,KPIF,Q,PCCARP,Responsive,1,200.03,210.03,42.01,252.04,205.83,113.21,72.04,0.00,20.58,3.33,2026-04-29T14:14:00,2026-04-29T14:14:00,2026-05-27T14:14:00,2026-05-24T07:14:00,Completed,Met
WO701883,SR701883,5138,IHREPAIRS,Q,PCPLAST,Responsive,1,163.43,171.60,34.32,205.92,168.17,92.49,58.86,0.00,16.82,2.72,2026-04-29T14:11:00,2026-04-29T14:11:00,2026-05-27T14:11:00,2026-05-15T16:11:00,Completed,Met
WO701884,SR701884,5132,KPIF,Q,PCVINYL,Responsive,1,227.81,239.20,47.84,287.04,234.42,128.93,82.05,0.00,23.44,3.80,2026-04-29T13:00:00,2026-04-29T13:00:00,2026-05-27T13:00:00,2026-05-13T23:00:00,Completed,Met
WO701885,SR701885,5133,KPIF,Q,PCCARP,Responsive,1,268.85,282.29,56.46,338.75,276.64,152.15,96.82,0.00,27.66,4.48,2026-04-29T11:49:00,2026-04-29T11:49:00,2026-05-27T11:49:00,2026-05-12T03:49:00,Completed,Met
WO701886,SR701886,5146,OPENVIEW,Q,PCFENCE,Responsive,1,361.90,380.00,76.00,456.00,372.40,37.24,55.86,242.06,37.24,6.03,2026-04-29T08:51:00,2026-04-29T08:51:00,2026-05-27T08:51:00,2026-05-19T23:51:00,Completed,Met
WO701887,SR701887,5148,KPIF,Q,PCFENCE,Responsive,1,251.88,264.47,52.89,317.36,259.18,142.55,90.71,0.00,25.92,4.20,2026-04-29T10:08:00,2026-04-29T10:08:00,2026-05-27T10:08:00,,Open,Open
WO701888,SR701888,5111,KPIF,Q,PCELEC,Responsive,1,217.45,228.32,45.66,273.98,223.75,123.06,78.31,0.00,22.37,3.62,2026-04-29T10:53:00,2026-04-29T10:53:00,2026-05-27T10:53:00,2026-05-20T14:53:00,Completed,Met
WO701889,SR701889,5168,KPIF,QEL,PCGROUND,Responsive,1,339.77,356.76,71.35,428.11,349.62,192.29,122.37,0.00,34.96,5.66,2026-04-29T10:25:00,2026-04-29T10:25:00,2026-05-13T10:25:00,2026-05-07T11:25:00,Completed,Met
WO701890,SR701890,5165,PHJONESGAS,U1,PCGROUND,Responsive,1,370.84,389.38,77.88,467.26,381.59,38.16,57.24,248.03,38.16,6.18,2026-04-29T11:19:00,2026-04-29T11:19:00,2026-05-01T11:19:00,2026-04-30T15:19:00,Completed,Met
WO701891,SR701891,5190,KPIF,Q,PCPLUMB,Responsive,1,226.29,237.60,47.52,285.12,232.85,128.07,81.50,0.00,23.28,3.77,2026-04-29T10:58:00,2026-04-29T10:58:00,2026-05-27T10:58:00,2026-05-15T11:58:00,Completed,Met
WO701892,SR701892,5131,KPIF,QEL,PCTILE,Responsive,1,193.07,202.72,40.54,243.26,198.67,109.27,69.53,0.00,19.87,3.22,2026-04-29T11:31:00,2026-04-29T11:31:00,2026-05-13T11:31:00,2026-05-09T00:31:00,Completed,Met
WO701893,SR701893,5291,KPIF,Q,PCCARP,Responsive,1,166.78,175.12,35.02,210.14,171.62,94.39,60.07,0.00,17.16,2.78,2026-04-29T09:42:00,2026-04-29T09:42:00,2026-05-27T09:42:00,2026-05-17T00:42:00,Completed,Met
WO701894,SR701894,5259,BRADLEY,Q,PCGROUND,Responsive,1,382.26,401.37,80.27,481.64,393.34,39.33,59.00,255.67,39.33,6.37,2026-04-29T09:33:00,2026-04-29T09:33:00,2026-05-27T09:33:00,2026-05-08T19:33:00,Completed,Met
WO701895,SR701895,5276,KPIF,Q,PCCARP,Responsive,1,214.87,225.61,45.12,270.73,221.10,121.61,77.38,0.00,22.11,3.58,2026-04-29T10:20:00,2026-04-29T10:20:00,2026-05-27T10:20:00,2026-05-21T13:20:00,Completed,Met
WO701896,SR701896,5206,CCSS,QEL,PCVINYL,Responsive,1,193.19,202.85,40.57,243.42,198.79,19.88,29.82,129.21,19.88,3.22,2026-04-29T09:12:00,2026-04-29T09:12:00,2026-05-13T09:12:00,2026-05-11T03:12:00,Completed,Met
WO701897,SR701897,5298,KPIF,NG,PCFENCE,Responsive,1,211.97,222.57,44.51,267.08,218.12,119.97,76.34,0.00,21.81,3.53,2026-04-29T12:46:00,2026-04-29T12:46:00,2026-05-13T12:46:00,2026-05-10T23:46:00,Completed,Met
WO701898,SR701898,5268,KPIF,E,PCPLUMB,Responsive,1,239.82,251.81,50.36,302.17,246.77,135.72,86.37,0.00,24.68,4.00,2026-04-29T08:43:00,2026-04-29T08:43:00,2026-04-30T08:43:00,2026-04-29T23:43:00,Completed,Met
WO701899,SR701899,5300,KPIF,U1,PCVINYL,Responsive,1,219.04,229.99,46.00,275.99,225.39,123.96,78.89,0.00,22.54,3.65,2026-04-29T13:35:00,2026-04-29T13:35:00,2026-05-01T13:35:00,2026-04-30T16:35:00,Completed,Met
WO701900,SR701900,5243,IHREPAIRS,Q,PCELEC,Responsive,1,203.50,213.68,42.74,256.42,209.41,115.18,73.29,0.00,20.94,3.39,2026-04-29T10:55:00,2026-04-29T10:55:00,2026-05-27T10:55:00,2026-05-19T13:55:00,Completed,Met
WO701901,SR701901,5254,CCSS,QEL,PCPLUMB,Responsive,1,296.50,311.32,62.26,373.58,305.09,30.51,45.76,198.31,30.51,4.94,2026-04-29T11:50:00,2026-04-29T11:50:00,2026-05-13T11:50:00,2026-05-04T12:50:00,Completed,Met
WO701902,SR701902,5208,KPIF,UEL,PCCARP,Responsive,1,146.44,153.76,30.75,184.51,150.68,82.87,52.74,0.00,15.07,2.44,2026-04-29T09:33:00,2026-04-29T09:33:00,2026-04-30T09:33:00,2026-04-30T04:33:00,Completed,Met
WO701903,SR701903,5214,KPIF,UEL,PCGROUND,Responsive,1,429.98,451.48,90.30,541.78,442.45,243.35,154.86,0.00,44.24,7.17,2026-04-29T13:01:00,2026-04-29T13:01:00,2026-04-30T13:01:00,2026-04-29T18:01:00,Completed,Met
WO701904,SR701904,5297,OPENVIEW,U1,PCVINYL,Responsive,1,200.59,210.62,42.12,252.74,206.41,20.64,30.96,134.17,20.64,3.34,2026-04-29T09:50:00,2026-04-29T09:50:00,2026-05-01T09:50:00,2026-05-01T02:50:00,Completed,Met
WO701905,SR701905,5210,KPIF,Q,PCTILE,Responsive,1,170.25,178.76,35.75,214.51,175.18,96.35,61.31,0.00,17.52,2.84,2026-04-29T12:04:00,2026-04-29T12:04:00,2026-05-27T12:04:00,,Open,Open
WO701906,SR701906,5296,IHREPAIRS,U1,PCBRICK,Responsive,1,248.67,261.10,52.22,313.32,255.88,140.73,89.56,0.00,25.59,4.14,2026-04-29T08:51:00,2026-04-29T08:51:00,2026-05-01T08:51:00,2026-04-30T19:51:00,Completed,Met
WO701907,SR701907,5244,KPIF,Q,PCTILE,Responsive,1,150.01,157.51,31.50,189.01,154.36,84.90,54.03,0.00,15.44,2.50,2026-04-29T12:12:00,2026-04-29T12:12:00,2026-05-27T12:12:00,2026-05-25T08:12:00,Completed,Met
WO701908,SR701908,5213,KPIF,Q,PCCARP,Responsive,1,150.85,158.39,31.68,190.07,155.22,85.37,54.33,0.00,15.52,2.51,2026-04-29T08:39:00,2026-04-29T08:39:00,2026-05-27T08:39:00,2026-05-28T14:39:00,Completed,Breached
WO701909,SR701909,5208,KPIF,QEL,PCGROUND,Responsive,1,388.94,408.39,81.68,490.07,400.22,220.12,140.08,0.00,40.02,6.48,2026-04-29T11:53:00,2026-04-29T11:53:00,2026-05-13T11:53:00,2026-05-08T18:53:00,Completed,Met
WO701910,SR701910,5204,KPIF,U1,PCVINYL,Responsive,1,209.96,220.46,44.09,264.55,216.05,118.83,75.62,0.00,21.60,3.50,2026-04-29T11:14:00,2026-04-29T11:14:00,2026-05-01T11:14:00,2026-04-30T21:14:00,Completed,Met
WO701911,SR701911,5299,KPIF,UEL,PCTILE,Responsive,1,128.68,135.11,27.02,162.13,132.41,72.83,46.34,0.00,13.24,2.14,2026-04-29T08:56:00,2026-04-29T08:56:00,2026-04-30T08:56:00,2026-04-30T00:56:00,Completed,Met
WO701912,SR701912,5274,OPENVIEW,Q,PCCARP,Responsive,1,133.58,140.26,28.05,168.31,137.45,13.74,20.62,89.34,13.74,2.23,2026-04-29T12:07:00,2026-04-29T12:07:00,2026-05-27T12:07:00,2026-05-16T23:07:00,Completed,Met
